Test Code,Test Name,"MRP (in
INR)",Methodology,Specimen Type,Specimen Remarks,Container,Temp.,Frequency,TAT,,,,,,,,,,,,,,
APC1157,PORPHYRINS - SPOT URINE,1950,CMIA,URINE,5ML OF URINE IN LEAKPROOF CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1158,"PORPHYRINS TOTAL, QUANTITATIVE, 24 HRS URINE",5500,COLUMN CHROMATOGRAPHY,URINE,10 ML (5 ML MIN.) ALIQUOT OF 24 HOUR URINE IN A DARK COLOURED VIAL,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC1159,POTASSIUM - 24 HR URINE,250,ISE,URINE,20 ML (10 ML) ALIQUOT OF 24 HOUR URINE URINE IN LEAKPROOF CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1160,POTASSIUM - FLUID,220,ISE,FLUID,2ML BODY FLUID IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1161,POTASSIUM - SERUM / PLASMA,220,ISE,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1162,POTASSIUM - SPOT URINE,250,ISE,URINE,5ML URINE IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1163,PRA - QUANTITATIVE,15200,SEQUENCING,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC1164,PRA - SCREENING,3900,IFA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,16 DAYS,,,,,,,,,,,,,,
APC1165,PRE-ALBUMIN TEST,4000,NEPHELOMETRY,SERUM,"2ML 10 -12 HRS FASTING SERUM (LIPEMIC & HAEMOLYSED SAMPLE SHOULD BE AVOIDED).
CLINICAL HISTORY, AGE & GENDER IS MANDATORY",YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON, FRI",3 DAYS,,,,,,,,,,,,,,
APC1166,"PREGNANCY ASSOCIATED PLASMA PROTEIN - A (PAPP -A
)",1300,IMMUNOFLUOROMETRY,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1167,"PRENATAL ANEUPLOIDY DETECTION - POC (5 PROBES- TRISOMY 21, 18, 13 X, Y) BY
FISH",7000,FISH,POC,MIN 1 GM TISSUE IN NORMAL SALINE IN STERILE CONTAINER,STERILE CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC1168,"PRENATAL ANEUPLOIDY DETECTION- AMNIOTIC FLUID - (5 PROBES TRISOMY 13, 18, 21,
X, Y) BY FISH",12000,FISH,AMNIOTIC FLUID,"20 ML AMNIOTIC FLUID IN TWO STERILE 15ML TORSION TUBES; FORM G AND FORM F IS MANDATORY. SAMPLE SHOULD REACH LAB WITHIN
24-48 HOURS OF COLLECTION",STERILE VIAL/CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,6-8 DAYS,,,,,,,,,,,,,,
APC1169,PRENATAL ANEUPLOIDY SCREENING AMNIOTIC FLUID (KARYOTYPING AND FISH),16000,KARYOTYPING AND FISH,AMNIOTIC FLUID,"PLAIN SAMPLE (20-25ML) COLLECTION IN TWO STERILE 15ML TORSION TUBES; FORM G AND FORM F IS MANDATORY. SAMPLE SHOULD REACH LAB WITHIN
24-48 HOURS OF COLLECTION",STERILE TORSION TUBES,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,22 DAYS,,,,,,,,,,,,,,
APC1170,"PRENATAL CHROMOSOMAL ANALYSIS, CHORIONIC VILLI (KARYOTYPING)",10000,KARYOTYPING,CHORION VILLUS,40MG CHORIONIC VILLI IN SALINE + DULY FILLED TRF2 SAMPLE SHOULD REACH LAB WITHIN 24-48 HOURS OF COLLECTION,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,16 DAYS,,,,,,,,,,,,,,
APC1171,"PRENATAL CHROMOSOME ANALYSIS, AMNIOTIC FLUID (KARYOTYPING)",12000,KARYOTYPING,AMNIOTIC FLUID,"20 ML AMNIOTIC FLUID IN TWO STERILE 15ML TORSION TUBES; FORM G AND FORM F IS MANDATORY. SAMPLE SHOULD REACH LAB WITHIN
24-48 HOURS OF COLLECTION",STERILE TORSION TUBE/CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,17 DAYS,,,,,,,,,,,,,,
APC1172,"PRENATAL CHROMOSOME ANALYSIS, CORD BLOOD (KARYOTYPING)",3850,KARYOTYPING,FETAL CORD BLOOD IN NA HEPARIN,"3ML FETAL CORD BLOOD, COLLECTED FROM THE FETAL END, IN SODIUM HEPARIN",GREEN TOP SODIUM HEPARIN VACUTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,TUE, WED,THU,F RI,SAT",16 DAYS,,,,,,,,,,,,,,
APC1173,"PRENATAL CHROMOSOME ANALYSIS, PRODUCTS OF CONCEPTION POC
(KARYOTYPING)",6600,KARYOTYPING,POC,MIN 1 GM TISSUE IN NORMAL SALINE IN STERILE CONTAINER,STERILE VIAL/CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,22 DAYS,,,,,,,,,,,,,,
APC1174,PROCALCITONIN,2800,CLIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1175,"PROGESTERONE, SERUM",600,CLIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1176,"PROLACTIN, SERUM",550,CLIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1177,PROSTATIC SPECIFIC ANTIGEN (PSA TOTAL),800,CLIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1178,PROTEIN [24 HRS] - PERITONEAL FLUID,280,SPECTROPHOTOMETRY,FLUID,3ML BODY FLUID IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1179,PROTEIN C,4200,CHROMOGENIC ASSAY,WHOLE BLOOD IN NA CITRATE,3 ML CITRATE PLASMA IN SODIUM CITRATE VACUTAINER,BLUE TOP SODIUM CITRATE VACUTAINER,FROZEN (-20 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC1180,PROTEIN ELECTROPHORESIS  - SERUM,750,CAPILLARY ELECTROPHORESIS,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,WED, FRI",SAME DAY,,,,,,,,,,,,,,
APC1181,PROTEIN ELECTROPHORESIS - 24 HRS URINE,1800,AGAROSE GEL ELECTROPHORESIS,URINE,20 ML (10 ML ALIQUOT) URINE IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,7 DAYS,,,,,,,,,,,,,,
APC1182,PROTEIN ELECTROPHORESIS - CSF,1450,ELECTROPHORESIS,CSF,3ML CSF IN STERILE CONTAINER,"STERILE VIAL/SCREW CAPPED
CONTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1183,PROTEIN ELECTROPHORESIS - SPOT URINE,900,ELECTROPHORESIS,URINE,10 ML URINE IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1184,PROTEIN S,3700,ELECTROMECHANICAL CLOT DETECTION,WHOLE BLOOD IN NA CITRATE,3ML CITRATE PLASMA IN SODIUM CITRATE VACUTAINER,BLUE TOP SODIUM CITRATE VACUTAINER,FROZEN (-20 DEGREE CELSIUS),WED,4 DAYS,,,,,,,,,,,,,,
APC1185,"PROTEIN, TOTAL - 24 HR URINE",330,CMIA,URINE,20 ML (10 ML ALIQUOT) URINE IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1186,"PROTEIN, TOTAL - CSF",190,SPECTROPHOTOMETRY,CSF,2ML CSF IN STERILE CONTAINER,"STERILE VIAL/SCREW CAPPED
CONTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1187,"PROTEIN, TOTAL - SERUM",190,SPECTROPHOTOMETRY,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1188,"PROTEIN, TOTAL - SPOT URINE (STRIP METHOD)",280,AUTOMATED/ MANUAL STRIP METHOD,URINE,10 ML URINE IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1189,PROTHROMBIN TIME (PT/INR),400,OPTOCHEMICAL CLOT DETECTION,WHOLE BLOOD IN NA CITRATE,3ML CITRATE PLASMA IN SODIUM CITRATE. SAMPLE NEEDS TO BE CENTRIFUGED AT 3600 RPM FOR 15 MINS AND TRANSFER SUPERNATANT TO A STERILE PLASTIC TUBE AND COLD CHAIN TO BE MAINTAINED DURING TRANSPORT + DRUG AND CLINICAL HISTORY,BLUE TOP SODIUM CITRATE VACUTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1190,PSEUDOCHOLINESTERASE,1300,SPECTROPHOTOMETRY,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,3 DAYS,,,,,,,,,,,,,,
APC1191,PYRUVATE - CSF,1100,CMIA,CSF,2ML CSF IN STERILE CONTAINER,"STERILE VIAL/SCREW CAPPED
CONTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,3 DAYS,,,,,,,,,,,,,,
APC1192,RBC COUNT,80,ELECTRICAL IMPEDANCE,WHOLE BLOOD EDTA,3 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1193,RBC FOLATE,2200,CMIA,WHOLE BLOOD EDTA,3 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,3 DAYS,,,,,,,,,,,,,,
APC1194,"RBC INDICES (MCV, MCH & MCHC)",300,CALCULATED,WHOLE BLOOD EDTA,3 ML WHOLE BLOOD IN EDTA VACUTAINER,LAVENDER TOP EDTA VACUTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1195,RED CELL OSMOTIC FRAGILITY (STANDARD METHOD),750,PARPARTS,WHOLE BLOOD EDTA,3 ML WHOLE BLOOD FROM 1 GREEN TOP (SODIUM HEPARIN) TUBE. SHIP REFRIGERATED. DO NOT FREEZE.,GREEN TOP SODIUM HEPARIN VACUTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,5 DAYS,,,,,,,,,,,,,,
APC1196,RENIN DIRECT,5200,CHEMILUMINESCENCE,WHOLE BLOOD EDTA,"5ML PLASMA-EDTA (CLINICAL HISTORY REQUIRED)(STANDING/ SUPINE) UPRIGHT POSTURE INDUCES A PROMPT ELEVATION IN PLASMA RENIN ACTIVITY BEGINNING IN 15MINUTES AND PEAKING
BETWEEN 60 &120 MINUTES",LAVENDER TOP EDTA VACUTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),"MON, THURS",4 DAYS,,,,,,,,,,,,,,
APC1197,RESPIRATORY PANEL (FILMARRAY),15000,SEQUENCING,"SWAB / RESPIRATORY
FLUID",SWAB / FLUID IN STERILE CONTAINER,STERILE CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC1198,RESPIRATORY SYNCYTIAL VIRUS (RSV) ANTIGEN,1700,IMMUNOCHROMATOGRAPHY,"BAL FLUID / NASAL
/ NASOPHARYNGEAL
/ RESPIRATORY
SECRETIONS",2 ML BAL FLUID / NASAL / NASOPHARYNGEAL/ RESPIRATORY SECRETIONS IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,2 DAYS,,,,,,,,,,,,,,
APC1199,RESPIRATORY VIRAL PANEL BY PCR-LUMINEX (19 VIRUSES AND SUBTYPES),15600,PCR,BAL FLUID,3ML BAL FLUID IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),"TUE,THU,SA T",6 DAYS,,,,,,,,,,,,,,
APC1200,RETICULIN STAIN (HISTOPATHOLOGY),550,MICROSCOPY,PARAFFIN BLOCK,PARAFFIN BLOCK,PARAFFIN BLOCK,AMBIENT (15-25 DEGREE CELSIUS),DAILY,3 DAYS,,,,,,,,,,,,,,
APC1201,RETICULOCYTE COUNT,350,SUPRAVITAL STAIN/MICROSCOPY,WHOLE BLOOD EDTA,3ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1202,RETINOL BINDING PROTEIN (RBP),2800,NEPHELOMETRY,SERUM,"2ML 10 -12 HRS FASTING SERUM (LIPEMIC & HAEMOLYSED SAMPLE SHOULD BE AVOIDED).
CLINICAL HISTORY, AGE & GENDER IS MANDATORY",YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),2ND & 4TH SAT,4 DAYS,,,,,,,,,,,,,,
APC1203,"RETT SYNDROME DNA SEQUENCING (MECP2
MUTATION)",6000,DNA SEQUENCING,WHOLE BLOOD EDTA,5 ML EDTA WHOLE BLOOD  + CLINICAL HISTORY,"LAVENDER TOP EDTA
VACUTAINER",AMBIENT (15-25 DEGREE CELSIUS),MON,13 DAYS,,,,,,,,,,,,,,
APC1204,REVIEW OF SLIDES (SECOND OPINION),1100,MICROSCOPY,SLIDES,SLIDES SEALED AND LABELLED,SLIDE BOX,AMBIENT (15-25 DEGREE CELSIUS),"MON,TUE, WED,THU,F
RI,SAT",3 DAYS,,,,,,,,,,,,,,
APC1205,RH ANTIBODY TITRE,600,TUBE AGGLUTINATION METHOD,SERUM,2 ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1206,RHEUMATOID FACTOR (RA) - QUALITATIVE,450,LATEX AGGLUTINATION,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1207,RHEUMATOID FACTOR (RA) QUANTITATIVE,650,IMMUNOTURBIDOMETRY,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1208,RICKETSSIA PCR,8000,REAL TIME PCR,WHOLE BLOOD EDTA,3ML WHOLE BLOOD IN EDTA VACUTAINER,LAVENDER TOP EDTA VACUTAINER,REFRIGERATED (SHOULD REACH GRL WITHIN 48HRS OF COLLECTION) (SAMPLE STABILITY: 3 DAYS),"MON, WED, FRI",8 DAYS,,,,,,,,,,,,,,
APC1209,"ROMA, RISK OF OVARIAN MALIGNANCY ALGORITHM (HE4+ CA125+MENOPAUSAL
STATUS)",3300,CMIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),SAT,4 DAYS,,,,,,,,,,,,,,
APC1210,"RUBELLA (GERMAN MEASLES) AVIDITY, IGG",800,ELFA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,WED, FRI",NEXT DAY,,,,,,,,,,,,,,
APC1211,RUBELLA IGG & IGM,1150,ELFA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1212,RUBELLA IGG ANTIBODIES,660,ELFA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1213,RUBELLA IGM ANTIBODIES,660,ELFA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1214,RUBELLA PCR,3300,NESTED REVERSE TRANSCRIPTASE PCR,WHOLE BLOOD EDTA / CSF,3ML WHOLE BLOOD IN EDTA / CSF IN STERILE CONTAINER,"LAVENDER TOP EDTA VACUTAINER / STERILE
CONTAINER",FROZEN (-20 DEGREE CELSIUS),SAT,5 DAYS,,,,,,,,,,,,,,
APC1215,SARS-COV-2 IGG ANTIBODY,990,ECLIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1216,SARS-COV-2 IGM ANTIBODY,990,ELFA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1217,SARS-COV-2 TOTAL ANTIBODY,990,ECLIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1218,"SCA (SPINOCEREBELLAR ATAXIA PANEL)- 1,2,3,6,7,10,12",15000,"PCR, FRAGMENT ANALYSIS",WHOLE BLOOD EDTA,"5 ML WHOLE BLOOD IN 1 LAVENDER TOP (EDTA) TUBE. SHIP REFRIGERATED. DO NOT FREEZE. DULY FILLED GENOMICS CLINICAL INFORMATION
REQUISITION FORM IS MANDATORY.",LAVENDER TOP EDTA VACUTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),MON,8 DAYS,,,,,,,,,,,,,,
APC1219,SCA 10 (SPINAL CEREBRAL ATAXIA TYPE-10),3000,PCR-FRAGMENT ANALYSIS,WHOLE BLOOD EDTA,5ML OF EDTA WHOLE BLOOD,"LAVENDER TOP EDTA
VACUTAINER",AMBIENT (15-25 DEGREE CELSIUS),TUES,10 DAYS,,,,,,,,,,,,,,
APC1220,SCA 12 (SPINAL CEREBRAL ATAXIA TYPE- 12),3000,"PCR, FRAGMENT ANALYSIS",WHOLE BLOOD EDTA,4ML WHOLE BLOOD IN EDTA CONTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),MON,10 DAYS,,,,,,,,,,,,,,
APC1221,"SCA 12 (SPINOCEREBELLAR ATAXIA), PPP2R2B GENE
MUTATION",3400,"PCR, FRAGMENT ANALYSIS",WHOLE BLOOD EDTA,4ML WHOLE BLOOD IN EDTA CONTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),MON,10 DAYS,,,,,,,,,,,,,,
APC1222,SCA 17 (SPINAL CEREBRAL ATAXIA TYPE- 17),3000,"PCR, FRAGMENT ANALYSIS",WHOLE BLOOD EDTA,4ML WHOLE BLOOD IN EDTA CONTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),MON,10 DAYS,,,,,,,,,,,,,,
APC1223,SCA 2 (SPINAL CEREBRAL ATAXIA TYPE-2),3000,"PCR, FRAGMENT ANALYSIS",WHOLE BLOOD EDTA,4ML WHOLE BLOOD IN EDTA CONTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),MON,10 DAYS,,,,,,,,,,,,,,
APC1224,SCA 3 (SPINAL CEREBRAL ATAXIA TYPE-3),3000,"PCR, FRAGMENT ANALYSIS",WHOLE BLOOD EDTA,4ML WHOLE BLOOD IN EDTA CONTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),MON,10 DAYS,,,,,,,,,,,,,,
APC1225,SCA 6 (SPINAL CEREBRAL ATAXIA TYPE-6),3000,"PCR, FRAGMENT ANALYSIS",WHOLE BLOOD EDTA,4ML WHOLE BLOOD IN EDTA CONTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),MON,10 DAYS,,,,,,,,,,,,,,
APC1226,SCA 7 (SPINAL CEREBRAL ATAXIA TYPE-7),3000,"PCR, FRAGMENT ANALYSIS",WHOLE BLOOD EDTA,4ML WHOLE BLOOD IN EDTA CONTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),MON,10 DAYS,,,,,,,,,,,,,,
APC1227,"SCA PANEL (SCA TYPE - 1,2,3,6,12)",13000,"PCR, FRAGMENT ANALYSIS",WHOLE BLOOD EDTA,4ML WHOLE BLOOD IN EDTA CONTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),MON,10 DAYS,,,,,,,,,,,,,,
APC1228,SCL-70 IGG ANTIBODIES,2600,ENZYME IMMUNOASSAY,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON, THURS",4 DAYS,,,,,,,,,,,,,,
APC1229,"SCLERODERMA PANEL (ANA, U1 SM RNP, CENTROMERE ABS,
SCLERODERMA -70 IGG)",7200,IFA/IMMUNOBLOT,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,6 DAYS,,,,,,,,,,,,,,
APC1230,SCRUB TYPHUS IGG/IGM- RAPID,1000,IMMUNOCHROMATOGRAPHY,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1231,SCRUB TYPHUS IGM,1100,ELISA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,THU",8 DAYS,,,,,,,,,,,,,,
APC1232,SELENIUM - 24 HRS URINE,3550,ICPMS,URINE,10 ML (5 ML MIN.) ALIQUOT OF 24 HOUR URINE COLLECTED IN AN ACID WASHED (METAL FREE) CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC1233,SELENIUM - SERUM,3550,ICPMS,SERUM,3 ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC1234,SELENIUM - SPOT URINE,3550,ICPMS,URINE,10 ML ALIQUOT OF RANDOM URINE COLLECTED IN AN ACID WASHED (METAL FREE) CONTAINER KIT.. SHIP REFRIGERATED OR FROZEN. USE POWDERLESS GLOVES DURING SPECIMEN COLLECTION.,STERILE SCREW CAPPED CONTAINER,REFRIGERATED/FROZ EN,DAILY,5 DAYS,,,,,,,,,,,,,,
APC1235,SEMEN ANALYSIS (SEMINOGRAM),490,MICROSCOPY,SEMEN,3ML SEMEN IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1236,SEMEN FOR FRUCTOSE,450,SELIWANOFF REAGENT METHOD,SEMEN,"SEMEN (PATIENT SHOULD HAVE 2 TO 7 DAYS OF SEXUAL ABSTINENCE AT THE TIME OF SEMEN COLLECTION, TOTAL EJACULATE SHOULD BE COLLECTED) (PATIENT AGE, GENDER AND CLINICAL
HISTORY DETAILS.)",STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1237,SEX HORMONE BINDING GLOBULIN (SHBG),2300,CLIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,3 DAYS,,,,,,,,,,,,,,
APC1238,SFLT-1/PLGF RATIO,5500,ELECTROCHEMILUMINESCENCE,SERUM,"2 ML SERUM SAMPLE SHOULD BE COLLECTED ON GESTATIONAL AGE
> 20 WEEKS OR IN BETWEEN
> 20 TO 37 WEEKS - MANDATORY.
SERUM IN 2 VIALS
(CLINICAL DETAILS IN SPECIFIED FORMAT, MATERNAL DATE OF BIRTH, MATERNAL WEIGHT, LATEST OBSTETRIC USG REPORT ) MANDATORY
SERUM [SAMPLES SHOULD NOT BE TAKEN FROM PATIENTS RECEIVING THERAPY WITH HIGH BIOTIN DOSES (I.E. > 5 MG/DAY) UNTIL AT LEAST 8 HOURS FOLLOWING THE LAST BIOTIN ADMINISTRATION]",YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"SAT, TUE, THURS",4 DAYS,,,,,,,,,,,,,,
APC1239,"SGOT - ASPARTATE AMINOTRANSFERASE (AST), FLUID",220,SPECTROPHOTOMETRY,FLUID,3ML BODY FLUID IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1240,"SGOT - ASPARTATE
AMINOTRANSFERASE (AST), SERUM",210,SPECTROPHOTOMETRY,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
